query,geneid,isoformnum,ref,%id,alignlen,mismatch,gapopens,qstart,qend,refstart,refend,evalue,seqlen
c22336_g1_i12,c22336_g1_i12,c22336_g1,12,navi_HOG3037,80.34,1582,303,7,567,2144,1578,1,0.0,1192
c22338_g2_i12,c22338_g2_i12,c22338_g2,12,navi_HOG3929,87.41,143,18,0,1041,1183,710,852,1e-40,165
c22338_g4_i1,c22338_g4_i1,c22338_g4,1,navi_HOG3929,90.28,72,7,0,614,685,781,852,1e-19,95.3
c22338_g5_i1,c22338_g5_i1,c22338_g5,1,navi_HOG3929,84.75,518,79,0,1620,2137,1433,916,4e-147,520
c22339_g1_i1,c22339_g1_i1,c22339_g1,1,navi_HOG4823,76.25,3322,681,82,496,3769,141,3402,0.0,1664
c22339_g1_i2,c22339_g1_i2,c22339_g1,2,navi_HOG4823,76.11,2872,579,79,580,3402,124,2937,0.0,1404
c22339_g1_i4,c22339_g1_i4,c22339_g1,4,navi_HOG4823,89.44,360,35,1,580,936,124,483,4e-126,451
c22339_g1_i5,c22339_g1_i5,c22339_g1,5,navi_HOG4823,77.60,2152,413,51,580,2692,124,2245,0.0,1240
c22339_g1_i7,c22339_g1_i7,c22339_g1,7,navi_HOG4823,90.38,343,33,0,496,838,141,483,4e-126,451
c22339_g1_i8,c22339_g1_i8,c22339_g1,8,navi_HOG4823,76.22,3339,683,83,580,3867,124,3402,0.0,1664
c22339_g2_i1,c22339_g2_i1,c22339_g2,1,navi_HOG4823,94.85,97,5,0,162,258,484,580,1e-36,152
c22343_g2_i2,c22343_g2_i2,c22343_g2,2,navi_HOG3263,75.34,1188,266,19,617,1789,76,1251,7e-155,545
c22343_g2_i4,c22343_g2_i4,c22343_g2,4,navi_HOG3263,75.28,1084,241,19,617,1685,76,1147,8e-139,492
c22348_g1_i2,c22348_g1_i2,c22348_g1,2,navi_HOG5169,81.44,808,150,0,205,1012,7,814,0.0,662
c22348_g1_i3,c22348_g1_i3,c22348_g1,3,navi_HOG5169,86.15,231,32,0,446,676,316,546,2e-66,250
c22348_g2_i1,c22348_g2_i1,c22348_g2,1,navi_HOG5170,79.05,1976,360,41,920,2862,1961,7,0.0,1306
c22348_g1_i5,c22348_g1_i5,c22348_g1,5,navi_HOG5169,81.46,631,117,0,95,725,184,814,7e-147,518
c22348_g2_i2,c22348_g2_i2,c22348_g2,2,navi_HOG5170,77.52,2318,443,59,703,2971,2295,7,0.0,1323
c22348_g1_i6,c22348_g1_i6,c22348_g1,6,navi_HOG5169,81.44,808,150,0,508,1315,7,814,0.0,662
c22348_g1_i7,c22348_g1_i7,c22348_g1,7,navi_HOG5169,86.15,231,32,0,159,389,316,546,1e-66,250
c22348_g2_i3,c22348_g2_i3,c22348_g2,3,navi_HOG5170,77.56,2317,443,58,231,2498,2295,7,0.0,1327
c22348_g1_i10,c22348_g1_i10,c22348_g1,10,navi_HOG5169,81.44,808,150,0,612,1419,7,814,0.0,662
c22348_g1_i11,c22348_g1_i11,c22348_g1,11,navi_HOG5168,86.31,526,65,4,595,1114,525,1,3e-161,566
c22350_g1_i1,c22350_g1_i1,c22350_g1,1,navi_HOG6200,81.87,717,130,0,653,1369,726,10,2e-172,604
c22351_g1_i2,c22351_g1_i2,c22351_g1,2,navi_HOG6836,88.97,399,42,2,499,896,39,436,4e-139,492
c22351_g1_i3,c22351_g1_i3,c22351_g1,3,navi_HOG6836,88.94,425,45,2,322,745,13,436,1e-148,523
c22356_g1_i1,c22356_g1_i1,c22356_g1,1,navi_HOG4938,81.42,1055,178,11,1017,2071,1051,2087,0.0,846
c22356_g1_i1,c22356_g1_i1,c22356_g1,1,navi_HOG4938,86.33,629,86,0,2116,2744,2087,2715,0.0,686
c22356_g1_i2,c22356_g1_i2,c22356_g1,2,navi_HOG4938,81.56,1052,179,9,939,1990,1051,2087,0.0,854
c22356_g1_i2,c22356_g1_i2,c22356_g1,2,navi_HOG4938,86.33,629,86,0,2035,2663,2087,2715,0.0,686
c22359_g4_i1,c22359_g4_i1,c22359_g4,1,navi_HOG4677,82.52,1213,190,16,1553,2747,1,1209,0.0,1046
c22359_g4_i2,c22359_g4_i2,c22359_g4,2,navi_HOG4677,82.59,1212,190,15,2670,3863,1,1209,0.0,1050
c22359_g4_i3,c22359_g4_i3,c22359_g4,3,navi_HOG4677,80.56,602,98,13,125,709,610,1209,3e-125,446
c22361_g5_i1,c22361_g5_i1,c22361_g5,1,navi_HOG2973,76.66,861,156,29,1413,2240,1230,2078,4e-121,435
c22361_g5_i2,c22361_g5_i2,c22361_g5,2,navi_HOG2973,76.66,861,156,29,1387,2214,1230,2078,4e-121,435
c22364_g1_i1,c22364_g1_i1,c22364_g1,1,navi_HOG2855,84.02,607,97,0,121,727,1548,942,5e-167,584
c22364_g1_i3,c22364_g1_i3,c22364_g1,3,navi_HOG2855,82.94,1342,212,10,604,1941,2714,1386,0.0,1194
c22364_g1_i4,c22364_g1_i4,c22364_g1,4,navi_HOG2855,84.70,2033,294,10,513,2541,2714,695,0.0,2015
c22364_g1_i5,c22364_g1_i5,c22364_g1,5,navi_HOG2855,92.80,250,18,0,1,250,941,692,2e-100,363
c22364_g1_i6,c22364_g1_i6,c22364_g1,6,navi_HOG2855,88.00,200,24,0,190,389,1380,1181,1e-62,237
c22364_g1_i7,c22364_g1_i7,c22364_g1,7,navi_HOG2855,86.53,854,115,0,121,974,1548,695,0.0,941
c22364_g1_i8,c22364_g1_i8,c22364_g1,8,navi_HOG2855,86.53,854,115,0,121,974,1548,695,0.0,941
c22364_g1_i11,c22364_g1_i11,c22364_g1,11,navi_HOG2855,86.23,668,90,2,248,914,667,1,0.0,723
c22364_g1_i11,c22364_g1_i11,c22364_g1,11,navi_HOG2855,92.77,249,18,0,1,249,941,693,2e-99,361
c22364_g1_i12,c22364_g1_i12,c22364_g1,12,navi_HOG2855,84.72,1774,254,8,1307,3076,2455,695,0.0,1759
c22364_g1_i12,c22364_g1_i12,c22364_g1,12,navi_HOG2855,84.67,261,40,0,604,864,2714,2454,5e-69,261
c22365_g12_i2,c22365_g12_i2,c22365_g12,2,navi_HOG5134,79.80,881,160,13,2143,3017,2882,3750,1e-178,625
c22365_g12_i3,c22365_g12_i3,c22365_g12,3,navi_HOG5134,79.80,881,160,13,2143,3017,2882,3750,1e-178,625
c22365_g13_i1,c22365_g13_i1,c22365_g13,1,navi_HOG5134,80.51,508,99,0,34,541,698,191,1e-108,390
c22365_g12_i4,c22365_g12_i4,c22365_g12,4,navi_HOG5134,79.80,881,160,13,2143,3017,2882,3750,1e-178,625
c22365_g12_i5,c22365_g12_i5,c22365_g12,5,navi_HOG5134,79.80,881,160,13,2143,3017,2882,3750,1e-178,625
c22365_g13_i3,c22365_g13_i3,c22365_g13,3,navi_HOG5134,80.51,508,99,0,34,541,698,191,2e-108,390
c22366_g1_i1,c22366_g1_i1,c22366_g1,1,navi_HOG5786,80.00,1080,202,12,22,1094,1073,1,0.0,785
c22366_g1_i2,c22366_g1_i2,c22366_g1,2,navi_HOG5788,80.81,1746,322,13,3538,5277,1569,3307,0.0,1356
c22366_g1_i2,c22366_g1_i2,c22366_g1,2,navi_HOG5786,80.00,1080,202,12,22,1094,1073,1,0.0,785
c22366_g1_i4,c22366_g1_i4,c22366_g1,4,navi_HOG5786,80.00,1080,202,12,22,1094,1073,1,0.0,785
c22366_g1_i5,c22366_g1_i5,c22366_g1,5,navi_HOG5786,80.00,1080,202,12,22,1094,1073,1,0.0,785
c22366_g1_i6,c22366_g1_i6,c22366_g1,6,navi_HOG5786,79.85,789,151,6,22,806,1073,289,2e-162,569
c22366_g1_i7,c22366_g1_i7,c22366_g1,7,navi_HOG5786,80.00,1080,202,12,22,1094,1073,1,0.0,785
c22366_g1_i8,c22366_g1_i8,c22366_g1,8,navi_HOG5788,80.86,1745,322,12,4194,5932,1569,3307,0.0,1362
c22366_g1_i8,c22366_g1_i8,c22366_g1,8,navi_HOG5786,80.61,784,144,8,971,1750,780,1,2e-170,599
c22367_g13_i3,c22367_g13_i3,c22367_g13,3,navi_HOG6749,76.29,1147,253,17,424,1562,110,1245,3e-169,593
c22367_g13_i4,c22367_g13_i4,c22367_g13,4,navi_HOG6749,75.90,859,192,13,507,1359,396,1245,9e-119,425
c22372_g2_i1,c22372_g2_i1,c22372_g2,1,navi_HOG5694,81.30,2727,508,2,130,2855,1,2726,0.0,2209
c22372_g2_i6,c22372_g2_i6,c22372_g2,6,navi_HOG5694,81.18,2566,481,2,255,2819,1,2565,0.0,2061
c22372_g2_i8,c22372_g2_i8,c22372_g2,8,navi_HOG5694,81.30,2727,508,2,255,2980,1,2726,0.0,2209
c22376_g8_i5,c22376_g8_i5,c22376_g8,5,navi_HOG3774,83.47,1252,205,2,1369,2619,1293,43,0.0,1164
c22378_g4_i1,c22378_g4_i1,c22378_g4,1,navi_HOG4921,81.73,2217,371,17,1051,3250,150,2349,0.0,1820
c22378_g4_i2,c22378_g4_i2,c22378_g4,2,navi_HOG4921,81.99,1916,326,9,1051,2964,150,2048,0.0,1609
c22379_g3_i2,c22379_g3_i2,c22379_g3,2,navi_HOG6196,82.47,1295,226,1,1788,3081,1500,206,0.0,1133
c22379_g3_i3,c22379_g3_i3,c22379_g3,3,navi_HOG6196,82.47,1295,226,1,1872,3165,1500,206,0.0,1133
c22379_g3_i4,c22379_g3_i4,c22379_g3,4,navi_HOG6196,83.72,129,20,1,1788,1915,1500,1372,5e-27,121
c22380_g1_i2,c22380_g1_i2,c22380_g1,2,navi_HOG5547,77.65,886,182,9,5407,6278,1726,843,3e-148,525
c22380_g1_i3,c22380_g1_i3,c22380_g1,3,navi_HOG5547,77.65,886,182,9,5407,6278,1726,843,3e-148,525
c22380_g1_i4,c22380_g1_i4,c22380_g1,4,navi_HOG5547,77.65,886,182,9,5407,6278,1726,843,3e-148,525
c22390_g3_i1,c22390_g3_i1,c22390_g3,1,navi_HOG5603,79.97,1997,379,16,271,2252,133,2123,0.0,1452
c22396_g1_i1,c22396_g1_i1,c22396_g1,1,navi_HOG5822,88.46,208,24,0,503,710,4265,4058,9e-67,252
c22396_g1_i1,c22396_g1_i1,c22396_g1,1,navi_HOG5822,84.27,178,28,0,1000,1177,3930,3753,2e-43,174
c22396_g1_i2,c22396_g1_i2,c22396_g1,2,navi_HOG5822,87.88,165,20,0,608,772,4222,4058,2e-49,195
c22396_g1_i2,c22396_g1_i2,c22396_g1,2,navi_HOG5822,84.27,178,28,0,1062,1239,3930,3753,2e-43,174
c22396_g1_i3,c22396_g1_i3,c22396_g1,3,navi_HOG5822,76.93,3944,793,79,503,4383,4265,376,0.0,2134
c22396_g1_i4,c22396_g1_i4,c22396_g1,4,navi_HOG5822,76.84,3701,770,67,885,4522,4052,376,0.0,2006
c22396_g1_i4,c22396_g1_i4,c22396_g1,4,navi_HOG5822,87.88,165,20,0,608,772,4222,4058,8e-49,195
c22398_g1_i1,c22398_g1_i1,c22398_g1,1,navi_HOG6553,78.65,548,87,12,253,770,4740,4193,2e-92,337
c22398_g7_i1,c22398_g7_i1,c22398_g7,1,navi_HOG3570,81.87,1561,212,27,504,2012,1,1542,0.0,1249
c22398_g7_i2,c22398_g7_i2,c22398_g7,2,navi_HOG3570,82.58,1435,203,26,570,1976,1,1416,0.0,1221
c22398_g7_i4,c22398_g7_i4,c22398_g7,4,navi_HOG3570,81.87,1561,212,27,570,2078,1,1542,0.0,1249
c22398_g7_i5,c22398_g7_i5,c22398_g7,5,navi_HOG3570,83.68,625,90,7,570,1188,1,619,1e-164,579
c22398_g7_i5,c22398_g7_i5,c22398_g7,5,navi_HOG3570,79.40,869,120,20,1184,2006,687,1542,1e-158,558
c22398_g7_i6,c22398_g7_i6,c22398_g7,6,navi_HOG3570,82.54,1564,222,30,570,2104,1,1542,0.0,1328
c22398_g8_i1,c22398_g8_i1,c22398_g8,1,navi_HOG5301,78.35,1778,354,27,757,2520,1,1761,0.0,1122
c22398_g8_i2,c22398_g8_i2,c22398_g8,2,navi_HOG5301,78.30,1779,354,28,1559,3323,1,1761,0.0,1118
c22398_g8_i3,c22398_g8_i3,c22398_g8,3,navi_HOG5301,78.35,1778,354,27,177,1940,1,1761,0.0,1122
c22398_g7_i7,c22398_g7_i7,c22398_g7,7,navi_HOG3570,81.87,1561,212,27,632,2140,1,1542,0.0,1249
c22402_g1_i1,c22402_g1_i1,c22402_g1,1,navi_HOG4580,87.57,756,79,3,1132,1887,1125,385,0.0,861
c22402_g1_i1,c22402_g1_i1,c22402_g1,1,navi_HOG4580,94.87,234,6,1,1921,2148,384,151,3e-99,361
c22402_g1_i2,c22402_g1_i2,c22402_g1,2,navi_HOG4580,89.90,990,85,9,988,1977,1125,151,0.0,1260
c22402_g2_i1,c22402_g2_i1,c22402_g2,1,navi_HOG4580,89.13,138,10,3,3,136,137,1,2e-41,167
c22402_g1_i3,c22402_g1_i3,c22402_g1,3,navi_HOG4580,90.71,732,62,1,1,726,882,151,0.0,970
c22402_g1_i4,c22402_g1_i4,c22402_g1,4,navi_HOG4580,97.44,234,6,0,126,359,384,151,2e-111,399
c22402_g1_i5,c22402_g1_i5,c22402_g1,5,navi_HOG4580,87.60,758,79,3,988,1745,1125,383,0.0,865
c22402_g1_i5,c22402_g1_i5,c22402_g1,5,navi_HOG4580,97.44,234,6,0,1798,2031,384,151,6e-111,399
c22402_g1_i6,c22402_g1_i6,c22402_g1,6,navi_HOG4580,87.57,756,79,3,988,1743,1125,385,0.0,861
c22402_g1_i7,c22402_g1_i7,c22402_g1,7,navi_HOG4580,88.76,498,56,0,1,498,882,385,1e-174,610
c22402_g1_i7,c22402_g1_i7,c22402_g1,7,navi_HOG4580,97.44,234,6,0,532,765,384,151,3e-111,399
c22402_g1_i8,c22402_g1_i8,c22402_g1,8,navi_HOG4580,89.17,240,23,2,969,1208,1125,889,4e-80,296
c22402_g1_i9,c22402_g1_i9,c22402_g1,9,navi_HOG4580,87.57,756,79,3,988,1743,1125,385,0.0,861
c22402_g1_i9,c22402_g1_i9,c22402_g1,9,navi_HOG4580,94.87,234,6,1,1777,2004,384,151,3e-99,361
c22409_g10_i2,c22409_g10_i2,c22409_g10,2,navi_HOG5175,73.94,1059,222,32,1957,2988,2088,3119,4e-104,377
c22409_g10_i2,c22409_g10_i2,c22409_g10,2,navi_HOG5175,91.43,105,9,0,80,184,1,105,4e-34,145
c22409_g10_i5,c22409_g10_i5,c22409_g10,5,navi_HOG5175,80.35,636,120,5,80,714,1,632,4e-134,477
c22409_g10_i5,c22409_g10_i5,c22409_g10,5,navi_HOG5175,73.94,1059,222,32,2188,3219,2088,3119,4e-104,377
c22415_g3_i1,c22415_g3_i1,c22415_g3,1,navi_HOG3232,78.46,599,121,6,770,1364,687,93,3e-106,385
c22415_g3_i2,c22415_g3_i2,c22415_g3,2,navi_HOG3232,78.46,599,121,6,770,1364,687,93,3e-106,385
c22425_g4_i1,c22425_g4_i1,c22425_g4,1,navi_HOG6636,74.81,1695,409,17,1054,2739,1779,94,0.0,749
c22425_g5_i1,c22425_g5_i1,c22425_g5,1,navi_HOG6646,80.25,886,155,11,3799,4680,1740,871,0.0,649
c22425_g5_i2,c22425_g5_i2,c22425_g5,2,navi_HOG6646,81.19,388,69,4,289,674,1256,871,1e-83,309
c22425_g4_i2,c22425_g4_i2,c22425_g4,2,navi_HOG6636,74.90,1725,411,19,1054,2768,1779,67,0.0,767
c22425_g5_i3,c22425_g5_i3,c22425_g5,3,navi_HOG6646,80.25,886,155,11,3798,4679,1740,871,0.0,649
c22425_g4_i3,c22425_g4_i3,c22425_g4,3,navi_HOG6636,75.01,1713,410,17,1054,2757,1779,76,0.0,776
c22425_g5_i4,c22425_g5_i4,c22425_g5,4,navi_HOG6646,80.25,886,155,11,3798,4679,1740,871,0.0,649
c22425_g4_i5,c22425_g4_i5,c22425_g4,5,navi_HOG6636,75.03,1722,411,18,998,2709,1779,67,0.0,780
c22425_g5_i5,c22425_g5_i5,c22425_g5,5,navi_HOG6646,79.74,1249,243,10,289,1532,1256,13,0.0,896
c22426_g2_i1,c22426_g2_i1,c22426_g2,1,navi_HOG3185,83.21,1179,184,6,876,2050,1,1169,0.0,1068
c22426_g2_i4,c22426_g2_i4,c22426_g2,4,navi_HOG3185,81.95,1197,184,7,876,2068,1,1169,0.0,985
c22426_g2_i5,c22426_g2_i5,c22426_g2,5,navi_HOG3185,83.13,901,135,6,876,1772,1,888,0.0,806
c22426_g2_i6,c22426_g2_i6,c22426_g2,6,navi_HOG3185,83.63,1173,184,6,1133,2301,1,1169,0.0,1096
c22426_g3_i1,c22426_g3_i1,c22426_g3,1,navi_HOG3186,79.74,311,59,3,192,500,453,145,3e-57,222
c22426_g3_i2,c22426_g3_i2,c22426_g3,2,navi_HOG3186,79.74,311,59,3,192,500,453,145,2e-57,222
c22426_g3_i3,c22426_g3_i3,c22426_g3,3,navi_HOG3186,79.74,311,59,3,192,500,453,145,2e-57,222
c22426_g3_i4,c22426_g3_i4,c22426_g3,4,navi_HOG3186,79.74,311,59,3,192,500,453,145,2e-57,222
c22431_g12_i1,c22431_g12_i1,c22431_g12,1,navi_HOG6693,75.76,627,150,2,275,900,11,636,3e-85,315
c22431_g12_i3,c22431_g12_i3,c22431_g12,3,navi_HOG6693,74.77,535,133,2,275,808,11,544,1e-62,239
c22431_g12_i4,c22431_g12_i4,c22431_g12,4,navi_HOG6693,83.22,149,24,1,132,279,8,156,5e-32,135
c22431_g12_i5,c22431_g12_i5,c22431_g12,5,navi_HOG6693,74.91,538,133,2,1332,1868,8,544,4e-64,244
c22432_g21_i1,c22432_g21_i1,c22432_g21,1,navi_HOG3981,76.61,1817,372,34,78,1869,2090,302,0.0,952
c22432_g21_i1,c22432_g21_i1,c22432_g21,1,navi_HOG3981,92.13,127,10,0,2017,2143,127,1,9e-45,180
c22440_g1_i2,c22440_g1_i2,c22440_g1,2,navi_HOG4423,81.74,597,106,1,733,1329,594,1,7e-140,496
c22447_g2_i1,c22447_g2_i1,c22447_g2,1,navi_HOG4284,82.68,1016,164,11,1859,2866,1012,1,0.0,891
c22447_g2_i2,c22447_g2_i2,c22447_g2,2,navi_HOG4284,82.68,1016,164,11,1786,2793,1012,1,0.0,891
c22447_g2_i3,c22447_g2_i3,c22447_g2,3,navi_HOG4284,82.47,987,161,11,1786,2764,1012,30,0.0,854
c22447_g2_i5,c22447_g2_i5,c22447_g2,5,navi_HOG4284,82.47,987,161,11,1264,2242,1012,30,0.0,854
c22447_g2_i6,c22447_g2_i6,c22447_g2,6,navi_HOG4284,86.32,665,91,0,103,767,665,1,0.0,725
c22447_g2_i8,c22447_g2_i8,c22447_g2,8,navi_HOG4284,82.47,987,161,11,1695,2673,1012,30,0.0,854
c22449_g3_i2,c22449_g3_i2,c22449_g3,2,navi_HOG6841,91.86,86,7,0,1620,1705,808,893,4e-27,121
c22449_g3_i8,c22449_g3_i8,c22449_g3,8,navi_HOG6841,91.86,86,7,0,1621,1706,808,893,4e-27,121
c22449_g3_i16,c22449_g3_i16,c22449_g3,16,navi_HOG6841,83.62,745,103,11,2381,3123,40,767,0.0,682
c22449_g3_i16,c22449_g3_i16,c22449_g3,16,navi_HOG6841,91.86,86,7,0,3191,3276,808,893,8e-27,121
c22449_g3_i18,c22449_g3_i18,c22449_g3,18,navi_HOG6841,91.86,86,7,0,911,996,808,893,2e-27,121
c22449_g3_i19,c22449_g3_i19,c22449_g3,19,navi_HOG6841,83.62,745,103,11,880,1622,40,767,0.0,682
c22449_g3_i19,c22449_g3_i19,c22449_g3,19,navi_HOG6841,91.86,86,7,0,1690,1775,808,893,4e-27,121
c22449_g3_i20,c22449_g3_i20,c22449_g3,20,navi_HOG6841,91.86,86,7,0,3179,3264,808,893,8e-27,121
c22449_g7_i3,c22449_g7_i3,c22449_g7,3,navi_HOG5442,85.58,104,15,0,437,540,769,872,3e-23,110
c22449_g7_i5,c22449_g7_i5,c22449_g7,5,navi_HOG5442,85.58,104,15,0,437,540,769,872,1e-23,110
c22449_g7_i6,c22449_g7_i6,c22449_g7,6,navi_HOG5442,85.58,104,15,0,437,540,769,872,3e-23,110
c22449_g7_i8,c22449_g7_i8,c22449_g7,8,navi_HOG5442,85.58,104,15,0,437,540,769,872,3e-23,110
c22449_g7_i9,c22449_g7_i9,c22449_g7,9,navi_HOG5442,85.58,104,15,0,437,540,769,872,3e-23,110
c22451_g7_i1,c22451_g7_i1,c22451_g7,1,navi_HOG5419,85.10,1242,185,0,1299,2540,1302,61,0.0,1269
c22451_g7_i1,c22451_g7_i1,c22451_g7,1,navi_HOG6122,87.52,641,80,0,228,868,241,881,0.0,741
c22451_g7_i2,c22451_g7_i2,c22451_g7,2,navi_HOG5419,85.10,1242,185,0,1299,2540,1302,61,0.0,1269
c22451_g7_i2,c22451_g7_i2,c22451_g7,2,navi_HOG6122,87.52,641,80,0,228,868,241,881,0.0,741
c22451_g7_i2,c22451_g7_i2,c22451_g7,2,navi_HOG3505,84.81,540,78,4,4552,5089,539,2,8e-153,540
c22451_g7_i5,c22451_g7_i5,c22451_g7,5,navi_HOG5419,85.10,1242,185,0,1497,2738,1302,61,0.0,1269
c22451_g7_i5,c22451_g7_i5,c22451_g7,5,navi_HOG6122,88.20,881,104,0,186,1066,1,881,0.0,1051
c22451_g7_i5,c22451_g7_i5,c22451_g7,5,navi_HOG3505,84.81,540,78,4,4750,5287,539,2,8e-153,540
c22451_g7_i6,c22451_g7_i6,c22451_g7,6,navi_HOG5419,85.10,1242,185,0,1034,2275,1302,61,0.0,1269
c22451_g7_i6,c22451_g7_i6,c22451_g7,6,navi_HOG3505,84.81,540,78,4,4287,4824,539,2,8e-153,540
c22451_g7_i6,c22451_g7_i6,c22451_g7,6,navi_HOG6122,89.85,197,20,0,1,197,564,760,1e-66,254
c22451_g7_i7,c22451_g7_i7,c22451_g7,7,navi_HOG5419,85.10,1242,185,0,1299,2540,1302,61,0.0,1269
c22451_g7_i7,c22451_g7_i7,c22451_g7,7,navi_HOG6122,87.52,641,80,0,228,868,241,881,0.0,741
c22451_g9_i1,c22451_g9_i1,c22451_g9,1,navi_HOG4975,87.03,1612,174,14,790,2400,1,1578,0.0,1786
c22451_g9_i2,c22451_g9_i2,c22451_g9,2,navi_HOG4975,86.71,1512,163,17,790,2300,1,1475,0.0,1644
c22451_g9_i2,c22451_g9_i2,c22451_g9,2,navi_HOG4975,90.48,105,10,0,2368,2472,1474,1578,2e-32,139
c22451_g9_i3,c22451_g9_i3,c22451_g9,3,navi_HOG4975,85.82,1636,173,18,790,2424,1,1578,0.0,1681
c22451_g9_i4,c22451_g9_i4,c22451_g9,4,navi_HOG4975,86.67,1058,118,3,642,1698,543,1578,0.0,1151
c22451_g9_i5,c22451_g9_i5,c22451_g9,5,navi_HOG4975,88.52,1455,144,3,26,1479,146,1578,0.0,1740
c22451_g9_i6,c22451_g9_i6,c22451_g9,6,navi_HOG4975,88.04,1488,164,13,790,2276,1,1475,0.0,1749
c22451_g9_i6,c22451_g9_i6,c22451_g9,6,navi_HOG4975,90.48,105,10,0,2344,2448,1474,1578,2e-32,139
c22451_g9_i7,c22451_g9_i7,c22451_g9,7,navi_HOG4975,88.46,1464,146,3,638,2100,137,1578,0.0,1746
c22452_g9_i1,c22452_g9_i1,c22452_g9,1,navi_HOG4092,78.74,875,180,5,454,1325,872,1,2e-165,580
c22452_g9_i1,c22452_g9_i1,c22452_g9,1,navi_HOG4092,92.00,50,4,0,352,401,980,931,5e-12,71.3
c22452_g9_i2,c22452_g9_i2,c22452_g9,2,navi_HOG4092,78.74,875,180,5,454,1325,872,1,2e-165,580
c22452_g9_i2,c22452_g9_i2,c22452_g9,2,navi_HOG4092,92.00,50,4,0,352,401,980,931,6e-12,71.3
c22452_g9_i3,c22452_g9_i3,c22452_g9,3,navi_HOG4092,78.74,875,180,5,454,1325,872,1,2e-165,580
c22452_g9_i3,c22452_g9_i3,c22452_g9,3,navi_HOG4092,92.00,50,4,0,352,401,980,931,4e-12,71.3
c22452_g9_i4,c22452_g9_i4,c22452_g9,4,navi_HOG4092,78.74,875,180,5,454,1325,872,1,1e-165,580
c22452_g9_i4,c22452_g9_i4,c22452_g9,4,navi_HOG4092,92.00,50,4,0,352,401,980,931,4e-12,71.3
c22452_g9_i5,c22452_g9_i5,c22452_g9,5,navi_HOG4092,78.74,875,180,5,454,1325,872,1,1e-165,580
c22452_g9_i5,c22452_g9_i5,c22452_g9,5,navi_HOG4092,92.00,50,4,0,352,401,980,931,4e-12,71.3
c22454_g2_i2,c22454_g2_i2,c22454_g2,2,navi_HOG6691,80.25,1808,336,17,561,2359,3668,1873,0.0,1341
c22454_g2_i3,c22454_g2_i3,c22454_g2,3,navi_HOG6691,80.34,1841,341,17,561,2392,3668,1840,0.0,1375
c22454_g2_i5,c22454_g2_i5,c22454_g2,5,navi_HOG6691,80.25,1808,336,17,561,2359,3668,1873,0.0,1341
c22454_g2_i6,c22454_g2_i6,c22454_g2,6,navi_HOG6691,80.34,1841,341,17,561,2392,3668,1840,0.0,1375
c22454_g9_i1,c22454_g9_i1,c22454_g9,1,navi_HOG5746,84.07,565,85,4,67,627,49,612,1e-153,540
c22454_g9_i4,c22454_g9_i4,c22454_g9,4,navi_HOG5745,80.62,1264,207,17,371,1627,1233,1,0.0,942
c22454_g9_i4,c22454_g9_i4,c22454_g9,4,navi_HOG5746,84.34,613,91,4,2195,2803,1,612,1e-169,595
c22454_g9_i5,c22454_g9_i5,c22454_g9,5,navi_HOG5745,87.03,424,55,0,75,498,424,1,3e-135,479
c22454_g9_i6,c22454_g9_i6,c22454_g9,6,navi_HOG5745,80.62,1264,207,17,371,1627,1233,1,0.0,942
c22457_g3_i1,c22457_g3_i1,c22457_g3,1,navi_HOG4044,78.45,2037,423,13,402,2429,2555,526,0.0,1315
c22457_g3_i2,c22457_g3_i2,c22457_g3,2,navi_HOG4044,78.45,2037,423,13,402,2429,2555,526,0.0,1315
c22457_g3_i4,c22457_g3_i4,c22457_g3,4,navi_HOG4044,79.87,447,90,0,12,458,2130,1684,3e-89,327
c22457_g3_i6,c22457_g3_i6,c22457_g3,6,navi_HOG4044,78.45,2037,423,13,3372,5399,2555,526,0.0,1315
c22457_g3_i7,c22457_g3_i7,c22457_g3,7,navi_HOG4044,79.35,1390,283,4,3372,4759,2555,1168,0.0,974
c22457_g3_i9,c22457_g3_i9,c22457_g3,9,navi_HOG4044,78.45,2037,423,13,402,2429,2555,526,0.0,1315
c22459_g3_i1,c22459_g3_i1,c22459_g3,1,navi_HOG4578,79.24,2052,391,24,196,2222,2064,23,0.0,1397
c22459_g3_i2,c22459_g3_i2,c22459_g3,2,navi_HOG4578,79.24,2052,391,24,196,2222,2064,23,0.0,1397
c22459_g5_i3,c22459_g5_i3,c22459_g5,3,navi_HOG5475,82.31,1752,303,7,269,2016,2765,1017,0.0,1511
c22459_g5_i4,c22459_g5_i4,c22459_g5,4,navi_HOG5475,82.31,1752,303,7,269,2016,2765,1017,0.0,1511
c22459_g3_i3,c22459_g3_i3,c22459_g3,3,navi_HOG4578,79.24,2052,391,24,196,2222,2064,23,0.0,1397
c22459_g5_i7,c22459_g5_i7,c22459_g5,7,navi_HOG5475,82.87,1687,282,7,1652,3334,2700,1017,0.0,1507
c22459_g3_i4,c22459_g3_i4,c22459_g3,4,navi_HOG4578,79.24,2052,391,24,196,2222,2064,23,0.0,1397
c22465_g4_i1,c22465_g4_i1,c22465_g4,1,navi_HOG4132,86.67,210,28,0,900,1109,1632,1423,3e-61,233
c22465_g7_i1,c22465_g7_i1,c22465_g7,1,navi_HOG4132,86.25,1207,166,0,1,1207,1360,154,0.0,1310
c22465_g7_i2,c22465_g7_i2,c22465_g7,2,navi_HOG4132,86.22,1212,167,0,1,1212,1360,149,0.0,1314
